tenant_id,request_id,model_requested,model_used,decision,reason,tokens_used_today,budget_used_today,evaluated_at
C3_ENTERPRISE,req_38631,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,169839,411.27,2025-11-13T06:09:15.341820
C3_ENTERPRISE,req_80046,gpt-3.5,,block,Monthly budget cap hit.,48888,253.32,2025-11-28T05:08:00.341820
C3_ENTERPRISE,req_96303,gpt-3.5,,block,Daily token limit exceeded.,28262,404.05,2025-11-12T18:26:21.341820
C3_ENTERPRISE,req_34079,mistral,,block,Daily token limit exceeded.,25453,487.98,2026-04-04T15:07:15.341820
C3_ENTERPRISE,req_51760,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,383014,169.4,2025-11-16T09:41:11.341820
C3_ENTERPRISE,req_46761,mistral,,block,Monthly budget cap hit.,55542,317.37,2025-11-11T06:16:31.341820
C3_ENTERPRISE,req_37560,gpt-3.5,,block,Monthly budget cap hit.,442455,103.72,2025-12-05T16:49:11.341820
C3_ENTERPRISE,req_20000,gpt-4,,block,Monthly budget cap hit.,286813,318.76,2025-11-01T05:55:48.341820
C3_ENTERPRISE,req_59394,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,351583,341.6,2026-04-10T03:30:10.341820
C3_ENTERPRISE,req_88292,mistral,,block,Daily token limit exceeded.,151367,44.48,2026-01-14T10:56:25.341820
C3_ENTERPRISE,req_57705,mistral,,block,Monthly budget cap hit.,453006,403.71,2025-10-21T03:16:49.341820
C3_ENTERPRISE,req_89987,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,245551,40.95,2025-10-22T23:08:06.341820
C3_ENTERPRISE,req_33272,gpt-4,,block,Model not permitted under current policy tier.,38888,344.27,2025-11-08T03:51:35.341820
C3_ENTERPRISE,req_23844,mistral,,block,Model not permitted under current policy tier.,194932,283.02,2025-12-31T03:39:24.341820
C3_ENTERPRISE,req_62674,gpt-4,,block,Model not permitted under current policy tier.,442782,315.26,2026-03-23T11:40:59.341820
C3_ENTERPRISE,req_98560,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,332453,318.95,2025-10-28T09:21:29.341820
C3_ENTERPRISE,req_71055,gpt-4,,block,Model not permitted under current policy tier.,47124,356.5,2025-11-18T09:49:32.341820
C3_ENTERPRISE,req_84901,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,271961,73.05,2026-04-07T06:43:28.341820
C3_ENTERPRISE,req_69315,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,360413,442.34,2026-02-19T14:46:55.341820
C3_ENTERPRISE,req_34874,mistral,,block,Daily token limit exceeded.,36598,151.34,2026-01-29T08:42:02.341820
C3_ENTERPRISE,req_85332,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,63258,242.28,2026-02-01T14:00:59.341820
C3_ENTERPRISE,req_78318,gpt-4,,block,Daily token limit exceeded.,45026,143.12,2026-02-13T18:47:21.341820
C3_ENTERPRISE,req_94697,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,417894,19.5,2025-12-29T22:46:08.341820
C3_ENTERPRISE,req_54821,mistral,,block,Monthly budget cap hit.,440190,106.86,2025-10-17T10:39:08.341820
C3_ENTERPRISE,req_35861,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,229994,407.99,2025-11-13T21:01:47.341820
C3_ENTERPRISE,req_39913,mistral,,block,Daily token limit exceeded.,488346,471.14,2025-12-06T18:46:04.341820
C3_ENTERPRISE,req_69687,mistral,,block,Daily token limit exceeded.,117085,435.91,2025-11-02T23:00:15.341820
C3_ENTERPRISE,req_29824,mistral,,block,Monthly budget cap hit.,120767,417.96,2025-11-03T05:59:42.341820
C3_ENTERPRISE,req_76222,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,100367,313.52,2026-03-06T17:54:26.341820
C3_ENTERPRISE,req_24960,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,334035,300.27,2026-03-09T22:58:14.341820
C3_ENTERPRISE,req_68260,gpt-4,,block,Monthly budget cap hit.,27609,381.94,2026-04-03T23:26:45.341820
C3_ENTERPRISE,req_73587,gpt-4,,block,Model not permitted under current policy tier.,234014,319.3,2025-12-13T19:08:42.341820
C3_ENTERPRISE,req_69330,gpt-4,,block,Monthly budget cap hit.,72338,258.58,2026-03-22T13:11:57.341820
C3_ENTERPRISE,req_87231,mistral,,block,Monthly budget cap hit.,382277,487.98,2026-03-01T04:12:21.341820
C3_ENTERPRISE,req_16157,mistral,,block,Daily token limit exceeded.,330277,182.53,2025-10-18T17:34:18.341820
C3_ENTERPRISE,req_84982,gpt-3.5,,block,Daily token limit exceeded.,387993,328.8,2025-12-10T08:27:31.341820
C3_ENTERPRISE,req_98755,mistral,,block,Monthly budget cap hit.,118198,355.92,2025-12-24T01:31:19.341820
C3_ENTERPRISE,req_83074,gpt-4,,block,Daily token limit exceeded.,161273,31.47,2025-11-17T20:36:49.341820
C3_ENTERPRISE,req_52449,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,105152,128.31,2026-02-23T14:38:37.341820
C3_ENTERPRISE,req_53271,gpt-4,,block,Daily token limit exceeded.,452803,328.46,2026-03-03T13:58:21.341820
C3_ENTERPRISE,req_54143,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,479794,168.04,2026-01-18T10:43:06.341820
C3_ENTERPRISE,req_21516,gpt-4,,block,Daily token limit exceeded.,137467,41.63,2025-10-17T19:39:24.341820
C3_ENTERPRISE,req_37162,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,90085,231.94,2026-04-10T22:10:07.341820
C3_ENTERPRISE,req_18626,gpt-3.5,,block,Daily token limit exceeded.,454233,207.11,2026-03-03T17:39:51.341820
C3_ENTERPRISE,req_70711,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,96727,251.66,2025-12-23T09:41:45.341820
C3_ENTERPRISE,req_88451,gpt-4,,block,Model not permitted under current policy tier.,44121,202.89,2025-11-27T04:52:24.341820
C3_ENTERPRISE,req_63750,gpt-3.5,,block,Monthly budget cap hit.,414950,441.37,2025-11-24T08:01:43.341820
C3_ENTERPRISE,req_52371,gpt-3.5,,block,Daily token limit exceeded.,212714,25.49,2025-11-29T09:50:57.341820
C3_ENTERPRISE,req_42675,gpt-4,,block,Daily token limit exceeded.,357684,360.67,2026-01-03T04:58:46.341820
C3_ENTERPRISE,req_53722,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,148413,125.76,2025-11-16T19:22:25.341820
C3_ENTERPRISE,req_20781,gpt-4,,block,Daily token limit exceeded.,300083,145.39,2026-04-08T12:47:39.341820
C3_ENTERPRISE,req_52139,mistral,,block,Monthly budget cap hit.,138757,319.12,2025-12-20T11:03:40.341820
